id,en,it,fr,source,context
body.brand-guidelines.p.49,"Common sense applies: if it hurts legibility or looks unlike the master files, don’t ship it.",,,brand-guidelines.html,<p>
body.brand-guidelines.p.5,"Mark, spacing, and contrast",,,brand-guidelines.html,<p>
body.brand-guidelines.p.50,Co-branding layout,,,brand-guidelines.html,<p>
body.brand-guidelines.p.51,"When appearing alongside another company, give both marks adequate clear space and balanced visual weight. A typical row is: Partner — Elemento , without merging or overlapping the lockups.",,,brand-guidelines.html,<p>
body.brand-guidelines.p.52,Request the full partnership artwork from hello@elemento.cloud for approved templates and lockups.,,,brand-guidelines.html,<p>
body.brand-guidelines.p.53,Primary and secondary brand colours,,,brand-guidelines.html,<p>
body.brand-guidelines.p.54,Use these first for maximum recognition. The site theme also uses nearby neutrals (e.g. #1A1C20 for body text) — pair brand primaries with accessible contrast.,,,brand-guidelines.html,<p>
body.brand-guidelines.p.55,Product UI tokens on elemento.cloud may differ slightly; treat this page as the marketing colour reference and css/themes.css for implementation.,,,brand-guidelines.html,<p>
body.brand-guidelines.p.56,Brand type stack (with live-site note),,,brand-guidelines.html,<p>
body.brand-guidelines.p.57,Headings use Red Hat Display (often Extrabold). Key words inside headings may use Argent Pixel Italic ( Connary Fagen — Argent Pixel ). Body copy should use Red Hat Text — do not substitute Display for long text. Code uses Red Hat Mono ( Google Fonts ). Icons on elemento.cloud pair Font Awesome with a bundled Pixel Icon Library webfont for pixel-style glyphs ( .hn classes; files under assets/font/PixelIconLibrary/ ). Check each source's licensing before reusing or redistributing.,,,brand-guidelines.html,<p>
body.brand-guidelines.p.58,ABCDEFGHIJKLMNOPQRSTUVWXYZ abcdefghijklmnopqrstuvwxyz 1234567890,,,brand-guidelines.html,<p>
body.brand-guidelines.p.59,Headings — guidelines recommend Extrabold. Google Fonts .,,,brand-guidelines.html,<p>
body.brand-guidelines.p.6,"Layout preference: use the horizontal payoff whenever possible (wordmark, tagline, and ® ). When width is tight — mobile headers, narrow columns — use the vertical payoff lockup instead. For avatars, favicons, and compact UI, use the symbol alone (no wordmark).",,,brand-guidelines.html,<p>
body.brand-guidelines.p.60,Highlight within headings,,,brand-guidelines.html,<p>
body.brand-guidelines.p.61,Accent inside titles only. Argent Pixel is licensed from Connary Fagen; this site ships it for select treatments.,,,brand-guidelines.html,<p>
body.brand-guidelines.p.62,Body text must stay functional and highly legible. Red Hat Text is tuned for paragraphs — different geometry from Display.,,,brand-guidelines.html,<p>
body.brand-guidelines.p.63,Canonical brand body font per guidelines. elemento.cloud still uses Open Sans in many templates; new work should align with Red Hat Text over time.,,,brand-guidelines.html,<p>
body.brand-guidelines.p.64,nucleus cluster status api.elemento.cloud/v1,,,brand-guidelines.html,<p>
body.brand-guidelines.p.65,"Code, CLI samples, and technical UI.",,,brand-guidelines.html,<p>
body.brand-guidelines.p.66,"Patterns, icons & photography",,,brand-guidelines.html,<p>
body.brand-guidelines.p.67,"Visual identity uses patterns inspired by the “force of cloud” — dynamic, physics-adjacent motifs. Use approved pattern files from the brand kit; don’t redraw from memory.",,,brand-guidelines.html,<p>
body.brand-guidelines.p.68,"This site implements UI and marketing icons with Font Awesome and pixel-style accents via the bundled Pixel Icon Library webfont ( .hn icon classes in assets/font/PixelIconLibrary/ ). Treat that pairing as the standard for elemento.cloud ; avoid ad-hoc third icon families. Keep stroke, corner radius, and colour usage consistent with the chosen set.",,,brand-guidelines.html,<p>
body.brand-guidelines.p.69,"Retro-future — abstract concepts, atmospheric or space-research imagery. Team moments — people and culture for tone of voice. Moving images — long exposure and dynamic shots for energy. Avoid generic stock that fights these three lanes.",,,brand-guidelines.html,<p>
body.brand-guidelines.p.7,"The logo palette defines three ink colours — Starter Yellow #FFA600 , Crystal White #F8F8FF , and Void Black #16161D — on the appropriate field. Each variant below shows those inks on the correct field: horizontal payoff , vertical payoff , then symbol only (yellow on void black is preferred).",,,brand-guidelines.html,<p>
body.brand-guidelines.p.70,Spellings and capitalization,,,brand-guidelines.html,<p>
body.brand-guidelines.p.71,"Company and platform name: Elemento (sentence case in body; title case in headings as on the site). When you need the full legal line with Modular Cloud and ® , use the horizontal or vertical payoff lockup according to space.",,,brand-guidelines.html,<p>
body.brand-guidelines.p.72,"Atomos , Electros , and Atomosphere — capitalize as proper nouns. Use each product’s SVG from All products alongside the name when possible.",,,brand-guidelines.html,<p>
body.brand-guidelines.p.73,Email hello@elemento.cloud for high-resolution files or co-marketing review.,,,brand-guidelines.html,<p>
body.brand-guidelines.p.8,Wordmark + tagline + ®,,,brand-guidelines.html,<p>
body.brand-guidelines.p.9,Horizontal payoff,,,brand-guidelines.html,<p>
body.brand-guidelines.td.1,Large,,,brand-guidelines.html,<td>
body.brand-guidelines.td.10,up to 10 mm,,,brand-guidelines.html,<td>
body.brand-guidelines.td.11,up to 30 px,,,brand-guidelines.html,<td>
body.brand-guidelines.td.12,"Symbol only — favicons, app icons, narrow UI.",,,brand-guidelines.html,<td>
body.brand-guidelines.td.2,up to 50 mm,,,brand-guidelines.html,<td>
body.brand-guidelines.td.3,up to 500 px,,,brand-guidelines.html,<td>
body.brand-guidelines.td.4,"Full horizontal payoff — wordmark, tagline, and ®.",,,brand-guidelines.html,<td>
body.brand-guidelines.td.5,Medium,,,brand-guidelines.html,<td>
body.brand-guidelines.td.6,up to 35 mm,,,brand-guidelines.html,<td>
body.brand-guidelines.td.7,up to 250 px,,,brand-guidelines.html,<td>
body.brand-guidelines.td.8,Horizontal wordmark — when the full payoff is too wide.,,,brand-guidelines.html,<td>
body.brand-guidelines.td.9,Small,,,brand-guidelines.html,<td>
body.brand-guidelines.th.1,Band,,,brand-guidelines.html,<th>
body.brand-guidelines.th.2,Print,,,brand-guidelines.html,<th>
body.brand-guidelines.th.3,Screen,,,brand-guidelines.html,<th>
body.brand-guidelines.th.4,Lockup,,,brand-guidelines.html,<th>
body.brand-guidelines.ui.1,"Press, partners & creators",,,brand-guidelines.html,class
body.brand-guidelines.ui.2,Represent Elemento,,,brand-guidelines.html,class
body.brand-guidelines.ui.3,Contact,,,brand-guidelines.html,class
body.brand-guidelines.ui.4,About Elemento,,,brand-guidelines.html,class
body.c4-protocol.blockquote.1,"Contracts, not clouds.",,,c4-protocol.html,<blockquote>
body.c4-protocol.h1.1,C4 Protocol,,,c4-protocol.html,<h1>
body.c4-protocol.h2.1,Why C4 Exists,,,c4-protocol.html,<h2>
body.c4-protocol.h2.2,Core Functions,,,c4-protocol.html,<h2>
body.c4-protocol.h2.3,Design Principle,,,c4-protocol.html,<h2>
body.c4-protocol.h2.4,Future Roadmap,,,c4-protocol.html,<h2>
body.c4-protocol.h2.5,Explore the Metacloud,,,c4-protocol.html,<h2>
body.c4-protocol.h3.1,Resource abstraction,,,c4-protocol.html,<h3>
body.c4-protocol.h3.2,Service discovery,,,c4-protocol.html,<h3>
body.c4-protocol.h3.3,Endpoint registration,,,c4-protocol.html,<h3>
body.c4-protocol.h3.4,Capability exposure,,,c4-protocol.html,<h3>
body.c4-protocol.h3.5,Common API model,,,c4-protocol.html,<h3>
body.c4-protocol.h3.6,Workload operations,,,c4-protocol.html,<h3>
body.c4-protocol.h4.1,Electros™,,,c4-protocol.html,<h4>
body.c4-protocol.h4.2,C4 Protocol,,,c4-protocol.html,<h4>
body.c4-protocol.li.1,Home,,,c4-protocol.html,<li>
body.c4-protocol.li.10,Provider exchange network,,,c4-protocol.html,<li>
body.c4-protocol.li.2,Platform,,,c4-protocol.html,<li>
body.c4-protocol.li.3,C4 Protocol,,,c4-protocol.html,<li>
body.c4-protocol.li.4,Intent layer,,,c4-protocol.html,<li>
body.c4-protocol.li.5,Provider federation,,,c4-protocol.html,<li>
body.c4-protocol.li.6,Service catalog federation,,,c4-protocol.html,<li>
body.c4-protocol.li.7,Autonomous rebalancing,,,c4-protocol.html,<li>
body.c4-protocol.li.8,Carbon-aware placement,,,c4-protocol.html,<li>
body.c4-protocol.li.9,Sovereign intelligence,,,c4-protocol.html,<li>
body.c4-protocol.p.1,Common Cloud Compute Connector Protocol,,,c4-protocol.html,<p>
body.c4-protocol.p.10,One operational language for Electros across all connected environments.,,,c4-protocol.html,<p>
body.c4-protocol.p.11,"Provision, move and govern workloads through federation contracts.",,,c4-protocol.html,<p>
body.c4-protocol.p.12,C4 acts as a translation layer between Electros and provider-specific APIs.,,,c4-protocol.html,<p>
body.c4-protocol.p.13,"Each provider exposes its capabilities through C4, allowing Electros to issue common federation operations without requiring knowledge of the underlying provider implementation.",,,c4-protocol.html,<p>
body.c4-protocol.p.14,Metacloud Control Plane,,,c4-protocol.html,<p>
body.c4-protocol.p.15,Translation Layer,,,c4-protocol.html,<p>
body.c4-protocol.p.16,C4 evolves toward intent-driven infrastructure and autonomous federation.,,,c4-protocol.html,<p>
body.c4-protocol.p.2,The Common Language of the Metacloud. C4 is the interoperability framework that allows heterogeneous infrastructure platforms to participate in one federation model.,,,c4-protocol.html,<p>
body.c4-protocol.p.3,C4 does not replace provider APIs.,,,c4-protocol.html,<p>
body.c4-protocol.p.4,"It provides a common language that translates federation operations into provider-specific operations, preserving existing technology choices while enabling a unified operational framework.",,,c4-protocol.html,<p>
body.c4-protocol.p.5,Declare an outcome through portable C4 contracts. The Metacloud identifies and activates the most suitable implementation.,,,c4-protocol.html,<p>
body.c4-protocol.p.6,Normalise heterogeneous provider capabilities into a common model.,,,c4-protocol.html,<p>
body.c4-protocol.p.7,Make infrastructure and services discoverable across the federation.,,,c4-protocol.html,<p>
body.c4-protocol.p.8,"Register providers, hypervisors and services into the Metacloud.",,,c4-protocol.html,<p>
body.c4-protocol.p.9,Expose provider-specific features through a unified interface.,,,c4-protocol.html,<p>
body.c4-protocol.ui.1,The Common Language of the Metacloud. C4 is the interoperability framework that allows heterogeneous infrastructure platforms to participate in one federation model.,,,c4-protocol.html,class
body.c4-protocol.ui.2,Read the C4 Technical Brief,,,c4-protocol.html,class
body.c4-protocol.ui.3,View Architecture,,,c4-protocol.html,class
body.c4-protocol.ui.4,Read the C4 Technical Brief,,,c4-protocol.html,class
body.c4-protocol.ui.5,Learn about Electros,,,c4-protocol.html,class
body.compare-costs.h2.1,Compare Costs — AtomOS vs VMware,,,compare-costs.html,<h2>
body.compare-costs.h2.2,Ready to switch?,,,compare-costs.html,<h2>
body.compare-costs.li.1,Home,,,compare-costs.html,<li>
body.compare-costs.li.2,AtomOS,,,compare-costs.html,<li>
body.compare-costs.li.3,Compare Costs,,,compare-costs.html,<li>
body.compare-costs.p.1,"Calculate how much you could save with AtomOS compared to VMware. Discover how our virtualization solution helps you escape rising costs, without compromising enterprise-level reliability.",,,compare-costs.html,<p>
body.compare-costs.p.2,Get AtomOS for your infrastructure and start saving today.,,,compare-costs.html,<p>
body.compare-costs.ui.1,Buy AtomOS,,,compare-costs.html,class
body.compare-costs.ui.2,Learn More,,,compare-costs.html,class
body.contact.button.1,Send Message,,,contact.html,<button>
body.contact.button.2,How quickly can I get started with Elemento? ▼,,,contact.html,<button>
body.contact.button.3,What kind of support do you offer? ▼,,,contact.html,<button>
body.contact.button.4,Can I deploy Elemento on-premises? ▼,,,contact.html,<button>
body.contact.button.5,Do you offer custom solutions? ▼,,,contact.html,<button>
body.contact.button.6,What compliance standards do you support? ▼,,,contact.html,<button>
body.contact.button.7,How do you handle data privacy? ▼,,,contact.html,<button>
body.contact.faq.q.1,How quickly can I get started with Elemento?,,,contact.html,faq-question
body.contact.faq.q.2,What kind of support do you offer?,,,contact.html,faq-question
body.contact.faq.q.3,Can I deploy Elemento on-premises?,,,contact.html,faq-question
body.contact.faq.q.4,Do you offer custom solutions?,,,contact.html,faq-question
body.contact.faq.q.5,What compliance standards do you support?,,,contact.html,faq-question
body.contact.faq.q.6,How do you handle data privacy?,,,contact.html,faq-question
body.contact.h1.1,Contact Our Team,,,contact.html,<h1>
body.contact.h2.1,Get in Touch,,,contact.html,<h2>
body.contact.h2.2,"Local Presence , Global Reach",,,contact.html,<h2>
body.contact.h2.3,Multiple Ways to Get Help,,,contact.html,<h2>
body.contact.h2.4,Frequently Asked Questions,,,contact.html,<h2>
body.contact.h2.5,Ready to Transform Your Infrastructure?,,,contact.html,<h2>
body.contact.h3.1,Cuneo,,,contact.html,<h3>
body.contact.h3.2,How to Reach Us,,,contact.html,<h3>
body.contact.h3.3,Documentation,,,contact.html,<h3>
body.contact.h3.4,Community,,,contact.html,<h3>
body.contact.h3.5,Training,,,contact.html,<h3>
body.contact.h4.1,Email Us,,,contact.html,<h4>
body.contact.h4.2,Visit Us,,,contact.html,<h4>
body.contact.h4.3,Follow Us,,,contact.html,<h4>
body.contact.h4.4,📧 Message Sent!,,,contact.html,<h4>
body.contact.h4.5,By Car,,,contact.html,<h4>
body.contact.h4.6,By Train,,,contact.html,<h4>
body.contact.h4.7,By Air,,,contact.html,<h4>
body.contact.label.1,First Name *,,,contact.html,<label>
body.contact.label.2,Last Name *,,,contact.html,<label>
body.contact.label.3,Email Address *,,,contact.html,<label>
body.contact.label.4,Company,,,contact.html,<label>
body.contact.label.5,Subject *,,,contact.html,<label>
body.contact.label.6,Message *,,,contact.html,<label>
body.contact.label.7,Subscribe to our newsletter for updates and insights,,,contact.html,<label>
body.contact.label.8,"I agree to the Terms and Conditions (IT) , Privacy Policy , and Cookie Policy *",,,contact.html,<label>
body.contact.li.1,Home,,,contact.html,<li>
body.contact.li.2,Contact,,,contact.html,<li>
body.contact.p.1,"Ready to transform your infrastructure ? Get in touch with the Elemento team for expert guidance , technical support , or partnership opportunities . Learn about our team and values and explore our product offerings .",,,contact.html,<p>
body.contact.p.10,Free parking available By Train 5 min walk from Cuneo Station By Air 1 h from Torino Airport Multiple Ways to Get Help Choose the support option that works best for you,,,contact.html,<p>
body.contact.p.11,"Comprehensive guides, tutorials, and API documentation to help you get started and troubleshoot issues.",,,contact.html,<p>
body.contact.p.12,"Join our community forum to connect with other users, share experiences, and get help from peers.",,,contact.html,<p>
body.contact.p.13,"Free webinars, training sessions, and certification programs to help your team master Elemento.",,,contact.html,<p>
body.contact.p.14,Quick answers to common questions,,,contact.html,<p>
body.contact.p.15,You can start using Elemento immediately with our free trial. Most customers are up and running within 30 minutes . Our quick-start guide walks you through the entire setup process.,,,contact.html,<p>
body.contact.p.16,"We offer comprehensive support including 24/7 documentation , community forums, email support, and priority support for enterprise customers. Our support team has an average response time of under 2 hours.",,,contact.html,<p>
body.contact.p.17,"Yes! Elemento is designed to be self-hostable , giving you complete control over your infrastructure and data. You can deploy on your own servers, private cloud, or hybrid environments.",,,contact.html,<p>
body.contact.p.18,"Absolutely. Our enterprise team works closely with customers to develop custom solutions that meet specific requirements. We offer custom integrations, white-label solutions, and dedicated support.",,,contact.html,<p>
body.contact.p.19,"We support SOC 2 , ISO 27001 , GDPR , HIPAA , and other major compliance frameworks with built-in security features and audit trails.",,,contact.html,<p>
body.contact.p.2,"Whether you're looking to get started with Elemento , need technical support , or want to explore partnership opportunities , we're here to help. Learn about our technical capabilities and read our latest insights and updates .",,,contact.html,<p>
body.contact.p.20,"Data privacy is built into our platform. You control where your data is stored and processed, with encryption at rest and in transit . We never access your data without explicit permission.",,,contact.html,<p>
body.contact.p.21,Join hundreds of organizations that have revolutionized their cloud operations with Elemento. Learn about our company mission and explore our product solutions .,,,contact.html,<p>
body.contact.p.3,We'll get in touch soon!,,,contact.html,<p>
body.contact.p.4,Cuneo HQ,,,contact.html,<p>
body.contact.p.5,Thank you for reaching out. We'll get back to you within 24 hours.,,,contact.html,<p>
body.contact.p.6,Please complete all required fields and the security challenge.,,,contact.html,<p>
body.contact.p.7,Serving customers worldwide with local support and infrastructure,,,contact.html,<p>
body.contact.p.8,"2 Via Virginio Allione Cuneo, Italy",,,contact.html,<p>
body.contact.p.9,Multiple convenient ways to visit our headquarters,,,contact.html,<p>
body.contact.ui.1,Let's Connect,,,contact.html,class
body.contact.ui.10,Explore Docs,,,contact.html,class
body.contact.ui.11,Join Community,,,contact.html,class
body.contact.ui.12,Get in touch,,,contact.html,class
body.contact.ui.13,Start Free Trial,,,contact.html,class
body.contact.ui.14,Watch Demo,,,contact.html,class
body.contact.ui.2,Ready to transform your infrastructure,,,contact.html,class
body.contact.ui.3,Book a call,,,contact.html,class
body.contact.ui.4,Get in touch,,,contact.html,class
body.contact.ui.5,LinkedIn,,,contact.html,class
body.contact.ui.6,GitHub,,,contact.html,class
body.contact.ui.7,Facebook,,,contact.html,class
body.contact.ui.8,Instagram,,,contact.html,class
body.contact.ui.9,Get Directions,,,contact.html,class
body.deployment.h1.1,Deploy the Metacloud Your Way,,,deployment.html,<h1>
body.deployment.h2.1,SaaS Metacloud,,,deployment.html,<h2>
body.deployment.h2.2,Self-Hosted Metacloud,,,deployment.html,<h2>
body.deployment.h2.3,Federated Metacloud,,,deployment.html,<h2>
body.deployment.h2.4,Choose Your Path,,,deployment.html,<h2>
body.deployment.h2.5,Plan a Sovereign Deployment,,,deployment.html,<h2>
body.deployment.h3.1,Centralised Platform,,,deployment.html,<h3>
body.deployment.h3.2,Customer-Hosted Platform,,,deployment.html,<h3>
body.deployment.h3.3,Federated Provider Deployment,,,deployment.html,<h3>
body.deployment.h3.4,Connect,,,deployment.html,<h3>
body.deployment.h3.5,Manage,,,deployment.html,<h3>
body.deployment.h3.6,Optimise,,,deployment.html,<h3>
body.deployment.li.1,Home,,,deployment.html,<li>
body.deployment.li.10,Full operational control,,,deployment.html,<li>
body.deployment.li.11,"Data, governance and operations remain inside the organisational boundary",,,deployment.html,<li>
body.deployment.li.12,Operational independence,,,deployment.html,<li>
body.deployment.li.13,Shared interoperability,,,deployment.html,<li>
body.deployment.li.14,No central authority,,,deployment.html,<li>
body.deployment.li.15,Peer-to-peer federation,,,deployment.html,<li>
body.deployment.li.2,Platform,,,deployment.html,<li>
body.deployment.li.3,Deployment,,,deployment.html,<li>
body.deployment.li.4,Fastest time to value,,,deployment.html,<li>
body.deployment.li.5,No platform deployment required,,,deployment.html,<li>
body.deployment.li.6,Elemento-operated control plane,,,deployment.html,<li>
body.deployment.li.7,Infrastructure stays yours,,,deployment.html,<li>
body.deployment.li.8,Maximum sovereignty,,,deployment.html,<li>
body.deployment.li.9,Compliance by design,,,deployment.html,<li>
body.deployment.p.1,Deployment Models,,,deployment.html,<p>
body.deployment.p.10,Multiple providers participate in a common federation while preserving operational independence.,,,deployment.html,<p>
body.deployment.p.11,"Ideal for neoclouds, sovereign providers and service providers who need to broker third-party infrastructure under their own governance model.",,,deployment.html,<p>
body.deployment.p.12,Organisations can enter at Stage 1 and progress at their own pace. There is no requirement to transform the estate upfront.,,,deployment.html,<p>
body.deployment.p.13,"Connect existing infrastructures, clouds and services without replacement.",,,deployment.html,<p>
body.deployment.p.14,"Introduce visibility, governance, policy enforcement and federation controls.",,,deployment.html,<p>
body.deployment.p.15,"Enable workload mobility, brokerage, sovereignty policies and intelligent placement.",,,deployment.html,<p>
body.deployment.p.2,"Choose SaaS for fastest time to value, self-hosted for maximum sovereignty, or federated deployment for providers and sovereign federations.",,,deployment.html,<p>
body.deployment.p.3,For enterprises that want fast time to value.,,,deployment.html,<p>
body.deployment.p.4,Elemento operates Electros. You retain ownership of infrastructure and workloads.,,,deployment.html,<p>
body.deployment.p.5,A shared Elemento environment operated as a common governance layer. Ideal for organisations entering at Stage 1 — connect existing infrastructure without deploying a control plane.,,,deployment.html,<p>
body.deployment.p.6,"Portal, Electros, C4 and connectors run inside the customer boundary — maximum control over data, governance and operations.",,,deployment.html,<p>
body.deployment.p.7,For regulated organisations.,,,deployment.html,<p>
body.deployment.p.8,"Portal, Electros, C4 and connectors run inside the customer boundary.",,,deployment.html,<p>
body.deployment.p.9,For providers and sovereign federations.,,,deployment.html,<p>
body.deployment.ui.1,"Choose SaaS for fastest time to value, self-hosted for maximum sovereignty, or federated deployment for providers and sovereign federations.",,,deployment.html,class
body.deployment.ui.2,Plan a Sovereign Deployment,,,deployment.html,class
body.deployment.ui.3,Platform Overview,,,deployment.html,class
body.deployment.ui.4,View Pricing,,,deployment.html,class
body.deployment.ui.5,Service Providers,,,deployment.html,class
body.deployment.ui.6,Plan a Sovereign Deployment,,,deployment.html,class
body.deployment.ui.7,Contact Us,,,deployment.html,class
body.editor.button.1,Export Post,,,editor.html,<button>
body.editor.h1.1,Blog Post Editor,,,editor.html,<h1>
body.editor.label.1,Title,,,editor.html,<label>
body.editor.label.2,Author,,,editor.html,<label>
body.editor.label.3,Date,,,editor.html,<label>
body.editor.label.4,Summary,,,editor.html,<label>
body.editor.label.5,Content,,,editor.html,<label>
body.editor.li.1,Home,,,editor.html,<li>
body.editor.li.2,Editor,,,editor.html,<li>
body.editor.p.1,Create and publish engaging blog posts for the Elemento community with our intuitive editor.,,,editor.html,<p>
body.editor.ui.1,Write. Create. Publish.,,,editor.html,class
body.editor.ui.2,Create and publish engaging,,,editor.html,class
body.electros.blockquote.1,"We used to juggle a dozen consoles. With Electros , it feels like one window onto millions of machines worldwide—whether we need a beefy CPU host , a GPU-heavy stack for AI, or something in between. When we need something more exotic on-prem , we still reach for the same interface . That consistency is what sold us.",,,electros.html,<blockquote>
body.electros.h1.1,Electros ™,,,electros.html,<h1>
body.electros.h2.1,One Control Plane for Any Infrastructure,,,electros.html,<h2>
body.electros.h2.2,Core Usage Scenarios,,,electros.html,<h2>
body.electros.h2.3,See Electros in Action,,,electros.html,<h2>
body.electros.h2.4,Unified Remote Access Protocols,,,electros.html,<h2>
body.electros.h2.5,Download Electros,,,electros.html,<h2>
body.electros.h2.6,Under the Hood,,,electros.html,<h2>
body.electros.h2.7,Electros Cross‑Platform & Protocol Support,,,electros.html,<h2>
body.electros.h2.8,Frequently Asked Questions,,,electros.html,<h2>
body.electros.h2.9,Ready to manage your hybrid cloud workloads with a single app?,,,electros.html,<h2>
body.electros.h3.1,Universal Dashboard,,,electros.html,<h3>
body.electros.h3.2,Smart Remote Access,,,electros.html,<h3>
body.electros.h3.3,Automation-ready CLI,,,electros.html,<h3>
body.electros.h3.5,Hybrid & Multicloud Orchestration,,,electros.html,<h3>
body.electros.h3.6,Remote Access Built In,,,electros.html,<h3>
body.electros.h3.7,CLI,,,electros.html,<h3>
body.electros.h3.8,Desktop Installers,,,electros.html,<h3>
body.electros.h3.9,Unified Architecture,,,electros.html,<h3>
body.electros.h4.1,Current Protocol Support:,,,electros.html,<h4>
body.electros.h4.10,Is Electros free to use?,,,electros.html,<h4>
body.electros.h4.2,Linux,,,electros.html,<h4>
body.electros.h4.3,macOS,,,electros.html,<h4>
body.electros.h4.4,Windows,,,electros.html,<h4>
body.electros.h4.5,Ubuntu/Debian,,,electros.html,<h4>
body.electros.h4.6,Technical Architecture:,,,electros.html,<h4>
body.electros.h4.7,Does Electros run offline?,,,electros.html,<h4>
body.electros.h4.8,Can I mix GUI and CLI workflows?,,,electros.html,<h4>
body.electros.h4.9,What access protocols are supported?,,,electros.html,<h4>
body.electros.h5.1,SSH,,,electros.html,<h5>
body.electros.h5.2,RDP,,,electros.html,<h5>
body.electros.h5.3,VNC,,,electros.html,<h5>
body.electros.h5.4,Auto-Selection,,,electros.html,<h5>
body.electros.h5.5,Ultra HD,,,electros.html,<h5>
body.electros.li.1,Home,,,electros.html,<li>
body.electros.li.2,Products,,,electros.html,<li>
body.electros.li.3,Electros,,,electros.html,<li>
body.electros.li.4,Real-time cost monitoring for cloud workloads,,,electros.html,<li>
body.electros.li.5,Deep integration with AtomOS and Atomosphere,,,electros.html,<li>
body.electros.li.6,Shared core services underpin the desktop app and CLI (coverage still expanding),,,electros.html,<li>
body.electros.li.7,Automatic protocol selection based on guest OS,,,electros.html,<li>
body.electros.li.8,GUI and CLI gain overlapping workflows over time—not every action exists in both yet,,,electros.html,<li>
body.electros.li.9,Multi- and hybrid-cloud ready,,,electros.html,<li>
body.electros.p.1,"Manage VMs across AWS, Azure, Google Cloud, and on-premise infrastructure from one interface",,,electros.html,<p>
body.electros.p.10,"Ship-ready builds AppImage, DMG, EXE, and DEB—x64 and ARM64 where supported",,,electros.html,<p>
body.electros.p.11,"We used to juggle a dozen consoles. With Electros , it feels like one window onto millions of machines worldwide—whether we need a beefy CPU host , a GPU-heavy stack for AI, or something in between.",,,electros.html,<p>
body.electros.p.12,"When we need something more exotic on-prem , we still reach for the same interface . That consistency is what sold us.",,,electros.html,<p>
body.electros.p.13,Powerful capabilities for managing hybrid and multicloud environments,,,electros.html,<p>
body.electros.p.14,"Deploy VMs across public clouds and private nodes seamlessly, balancing cost, performance, and compliance.",,,electros.html,<p>
body.electros.p.15,"Connect via SSH, VNC, or RDP with a single click from the desktop app.",,,electros.html,<p>
body.electros.p.16,"Automate infrastructure-as-code. Electros CLI powers scripting, CI/CD, and cloud pipeline workflows.",,,electros.html,<p>
body.electros.p.17,Experience the unified interface for managing your cloud infrastructure,,,electros.html,<p>
body.electros.p.18,Seamless connectivity across all your virtual machines with intelligent protocol selection,,,electros.html,<p>
body.electros.p.19,"Electros provides intelligent remote access that automatically selects the optimal protocol based on your VM's operating system and configuration. Whether you're connecting to Linux servers, Windows workstations, or specialized appliances, Electros ensures you get the best possible remote experience.",,,electros.html,<p>
body.electros.p.2,"Auto-select SSH, RDP, or VNC protocols based on your VM's operating system",,,electros.html,<p>
body.electros.p.20,"Secure shell access for Linux, BSD, and Unix systems",,,electros.html,<p>
body.electros.p.21,Remote Desktop Protocol for Windows and Linux GUI sessions,,,electros.html,<p>
body.electros.p.22,Virtual Network Computing for cross-platform graphical access,,,electros.html,<p>
body.electros.p.23,Intelligent protocol detection based on guest OS,,,electros.html,<p>
body.electros.p.24,Coming soon: 4K at 60fps remote streaming,,,electros.html,<p>
body.electros.p.25,Get started with the Electros orchestration dashboard,,,electros.html,<p>
body.electros.p.26,Native applications for your operating system with full GUI capabilities.,,,electros.html,<p>
body.electros.p.27,How Electros works behind the scenes,,,electros.html,<p>
body.electros.p.28,"Electros combines a desktop app with elemento-cli, backed by core services for hybrid and multicloud work. It automatically selects the appropriate protocol based on the guest OS—SSH for Linux, RDP/VNC for Windows—and keeps operations coherent across environments.",,,electros.html,<p>
body.electros.p.29,"Desktop and CLI build on the same foundations for VMs, storage, and networking. Today some flows are richer in one surface than the other; alignment improves with each release.",,,electros.html,<p>
body.electros.p.3,Use elemento-cli for scripting and pipelines alongside the desktop app,,,electros.html,<p>
body.electros.p.30,Comprehensive support across operating systems and access protocols,,,electros.html,<p>
body.electros.p.31,Common questions about Electros functionality,,,electros.html,<p>
body.electros.p.32,"Yes, basic inventory and local VM management work without network, syncing when online.",,,electros.html,<p>
body.electros.p.33,"Yes. Both use the same core services, but coverage differs—some tasks are desktop-first or CLI-first today. Check release notes for what each surface supports.",,,electros.html,<p>
body.electros.p.34,"SSH (Linux/BSD), RDP/VNC (Windows/Linux GUI). 4K streaming is coming soon.",,,electros.html,<p>
body.electros.p.35,"Yes, Electros is free with your Elemento account. No additional licensing fees required.",,,electros.html,<p>
body.electros.p.36,Experience the power of Electros for unified multicloud management,,,electros.html,<p>
body.electros.p.4,Modern enterprises operate across fragmented infrastructure estates. Electros eliminates this fragmentation by establishing a single operational authority across all connected environments.,,,electros.html,<p>
body.electros.p.5,"Electros is Elemento Cloud's orchestration dashboard—available as a native desktop app (Linux, macOS, Windows) and CLI. It provides cohesive visibility, provisioning, and remote access for workloads across any integrated infrastructure.",,,electros.html,<p>
body.electros.p.6,"Whether you're managing VMs on AWS , Azure , Google Cloud , or your own on-premise infrastructure , Electros gives you a unified interface for complete control.",,,electros.html,<p>
body.electros.p.7,"Surfaces to run Linux, macOS, Windows apps, plus elemento-cli",,,electros.html,<p>
body.electros.p.8,"Cloud & hybrid targets AWS, Azure, Google Cloud, and on-prem infrastructure",,,electros.html,<p>
body.electros.p.9,Stack integrations AtomOS and Atomosphere for provisioning and control,,,electros.html,<p>
